Zeit,Zeit (UTC),Zählerstand Bezug (Wh),Zählerstand Einspeisung (Wh),Leistung Bezug (W),Leistung Einspeisung (W)
01.10.2022 00:15,30.09.2022 22:15,9339140,351975,405,0
01.10.2022 00:30,30.09.2022 22:30,9339213,351975,290,0
01.10.2022 00:45,30.09.2022 22:45,9339275,351975,246,0
01.10.2022 01:00,30.09.2022 23:00,9339337,351975,247,0
01.10.2022 01:15,30.09.2022 23:15,9339413,351975,306,0
01.10.2022 01:30,30.09.2022 23:30,9339477,351975,256,0
01.10.2022 01:45,30.09.2022 23:45,9339541,351975,255,0
01.10.2022 02:00,01.10.2022 00:00,9339606,351975,260,0
01.10.2022 02:15,01.10.2022 00:15,9339674,351975,272,0
01.10.2022 02:30,01.10.2022 00:30,9339752,351975,309,0
01.10.2022 02:45,01.10.2022 00:45,9339816,351975,256,0
01.10.2022 03:00,01.10.2022 01:00,9339884,351975,272,0
01.10.2022 03:15,01.10.2022 01:15,9339957,351975,293,0
01.10.2022 03:30,01.10.2022 01:30,9340019,351975,246,0
01.10.2022 03:45,01.10.2022 01:45,9340080,351975,245,0
01.10.2022 04:00,01.10.2022 02:00,9340142,351975,247,0
01.10.2022 04:15,01.10.2022 02:15,9340212,351975,279,0
01.10.2022 04:30,01.10.2022 02:30,9340277,351975,260,0
01.10.2022 04:45,01.10.2022 02:45,9340336,351975,234,0
01.10.2022 05:00,01.10.2022 03:00,9340395,351975,237,0
01.10.2022 05:15,01.10.2022 03:15,9340457,351975,247,0
01.10.2022 05:30,01.10.2022 03:30,9340532,351975,299,0
01.10.2022 05:45,01.10.2022 03:45,9340602,351975,280,0
01.10.2022 06:00,01.10.2022 04:00,9340663,351975,244,0
01.10.2022 06:15,01.10.2022 04:15,9340740,351975,307,0
01.10.2022 06:30,01.10.2022 04:30,9340806,351975,261,0
01.10.2022 06:45,01.10.2022 04:45,9340869,351975,252,0
01.10.2022 07:00,01.10.2022 05:00,9340930,351975,246,0
01.10.2022 07:15,01.10.2022 05:15,9340993,351975,252,0
01.10.2022 07:30,01.10.2022 05:30,9341071,351975,308,0
01.10.2022 07:45,01.10.2022 05:45,9341137,351975,264,0
01.10.2022 08:00,01.10.2022 06:00,9341311,351975,696,0
01.10.2022 08:15,01.10.2022 06:15,9341494,351975,732,0
01.10.2022 08:30,01.10.2022 06:30,9341613,351975,476,0
01.10.2022 08:45,01.10.2022 06:45,9341725,351975,445,0
01.10.2022 09:00,01.10.2022 07:00,9341944,351975,878,0
01.10.2022 09:15,01.10.2022 07:15,9342508,351975,2256,0
01.10.2022 09:30,01.10.2022 07:30,9342944,351975,1744,0
01.10.2022 09:45,01.10.2022 07:45,9343393,351975,1792,0
01.10.2022 10:00,01.10.2022 08:00,9343680,351975,1148,0
01.10.2022 10:15,01.10.2022 08:15,9344128,351975,1794,0
01.10.2022 10:30,01.10.2022 08:30,9344249,351975,483,0
01.10.2022 10:45,01.10.2022 08:45,9344943,351980,2774,20
01.10.2022 11:00,01.10.2022 09:00,9345378,351993,1740,51
01.10.2022 11:15,01.10.2022 09:15,9345927,351994,2196,4
01.10.2022 11:30,01.10.2022 09:30,9346043,352003,463,33
01.10.2022 11:45,01.10.2022 09:45,9346044,352063,0,242
01.10.2022 12:00,01.10.2022 10:00,9346044,352183,1,476
01.10.2022 12:15,01.10.2022 10:15,9346044,352373,0,763
01.10.2022 12:30,01.10.2022 10:30,9346044,352573,0,799
01.10.2022 12:45,01.10.2022 10:45,9346045,352667,2,375
01.10.2022 13:00,01.10.2022 11:00,9346045,352835,0,673
01.10.2022 13:15,01.10.2022 11:15,9346045,353105,0,1077
01.10.2022 13:30,01.10.2022 11:30,9346045,353488,0,1534
01.10.2022 13:45,01.10.2022 11:45,9346045,353788,0,1198
01.10.2022 14:00,01.10.2022 12:00,9346053,353946,32,632
01.10.2022 14:15,01.10.2022 12:15,9346085,353946,128,0
01.10.2022 14:30,01.10.2022 12:30,9346134,353946,195,0
01.10.2022 14:45,01.10.2022 12:45,9346175,353946,163,0
01.10.2022 15:00,01.10.2022 13:00,9346183,354024,33,311
01.10.2022 15:15,01.10.2022 13:15,9346183,354364,0,1359
01.10.2022 15:30,01.10.2022 13:30,9346183,354889,0,2098
01.10.2022 15:45,01.10.2022 13:45,9346183,355429,0,2159
01.10.2022 16:00,01.10.2022 14:00,9346183,355884,0,1822
01.10.2022 16:15,01.10.2022 14:15,9346183,356140,0,1023
01.10.2022 16:30,01.10.2022 14:30,9346183,356560,0,1681
01.10.2022 16:45,01.10.2022 14:45,9346183,356893,0,1330
01.10.2022 17:00,01.10.2022 15:00,9346185,356999,8,423
01.10.2022 17:15,01.10.2022 15:15,9346189,357063,16,259
01.10.2022 17:30,01.10.2022 15:30,9346190,357091,1,108
01.10.2022 17:45,01.10.2022 15:45,9346198,357092,31,4
01.10.2022 18:00,01.10.2022 16:00,9346219,357092,84,0
01.10.2022 18:15,01.10.2022 16:15,9346262,357092,173,0
01.10.2022 18:30,01.10.2022 16:30,9346304,357092,168,0
01.10.2022 18:45,01.10.2022 16:45,9346349,357092,180,0
01.10.2022 19:00,01.10.2022 17:00,9346397,357092,190,0
01.10.2022 19:15,01.10.2022 17:15,9346447,357092,200,0
01.10.2022 19:30,01.10.2022 17:30,9346510,357092,253,0
01.10.2022 19:45,01.10.2022 17:45,9346565,357092,219,0
01.10.2022 20:00,01.10.2022 18:00,9346628,357092,253,0
01.10.2022 20:15,01.10.2022 18:15,9346679,357092,203,0
01.10.2022 20:30,01.10.2022 18:30,9346731,357092,208,0
01.10.2022 20:45,01.10.2022 18:45,9346795,357092,254,0
01.10.2022 21:00,01.10.2022 19:00,9346854,357092,234,0
01.10.2022 21:15,01.10.2022 19:15,9346904,357092,200,0
01.10.2022 21:30,01.10.2022 19:30,9346970,357092,264,0
01.10.2022 21:45,01.10.2022 19:45,9347025,357092,220,0
01.10.2022 22:00,01.10.2022 20:00,9347074,357092,196,0
01.10.2022 22:15,01.10.2022 20:15,9347123,357092,197,0
01.10.2022 22:30,01.10.2022 20:30,9347172,357092,194,0
01.10.2022 22:45,01.10.2022 20:45,9347234,357092,247,0
01.10.2022 23:00,01.10.2022 21:00,9347284,357092,202,0
01.10.2022 23:15,01.10.2022 21:15,9347333,357092,193,0
01.10.2022 23:30,01.10.2022 21:30,9347381,357092,192,0
01.10.2022 23:45,01.10.2022 21:45,9347430,357092,196,0
02.10.2022 00:00,01.10.2022 22:00,9347494,357092,257,0
02.10.2022 00:15,01.10.2022 22:15,9347545,357092,204,0
02.10.2022 00:30,01.10.2022 22:30,9347595,357092,198,0
02.10.2022 00:45,01.10.2022 22:45,9347645,357092,198,0
02.10.2022 01:00,01.10.2022 23:00,9347695,357092,202,0
02.10.2022 01:15,01.10.2022 23:15,9347760,357092,260,0
02.10.2022 01:30,01.10.2022 23:30,9347816,357092,220,0
02.10.2022 01:45,01.10.2022 23:45,9347867,357092,206,0
02.10.2022 02:00,02.10.2022 00:00,9347932,357092,259,0
02.10.2022 02:15,02.10.2022 00:15,9347982,357092,201,0
02.10.2022 02:30,02.10.2022 00:30,9348031,357092,196,0
02.10.2022 02:45,02.10.2022 00:45,9348080,357092,192,0
02.10.2022 03:00,02.10.2022 01:00,9348128,357092,194,0
02.10.2022 03:15,02.10.2022 01:15,9348191,357092,251,0
02.10.2022 03:30,02.10.2022 01:30,9348241,357092,199,0
02.10.2022 03:45,02.10.2022 01:45,9348291,357092,199,0
02.10.2022 04:00,02.10.2022 02:00,9348342,357092,206,0
02.10.2022 04:15,02.10.2022 02:15,9348391,357092,196,0
02.10.2022 04:30,02.10.2022 02:30,9348452,357092,242,0
02.10.2022 04:45,02.10.2022 02:45,9348499,357092,185,0
02.10.2022 05:00,02.10.2022 03:00,9348545,357092,185,0
02.10.2022 05:15,02.10.2022 03:15,9348594,357092,194,0
02.10.2022 05:30,02.10.2022 03:30,9348644,357092,200,0
02.10.2022 05:45,02.10.2022 03:45,9348708,357092,257,0
02.10.2022 06:00,02.10.2022 04:00,9348756,357092,191,0
02.10.2022 06:15,02.10.2022 04:15,9348804,357092,194,0
02.10.2022 06:30,02.10.2022 04:30,9348857,357092,208,0
02.10.2022 06:45,02.10.2022 04:45,9348909,357092,209,0
02.10.2022 07:00,02.10.2022 05:00,9348974,357092,260,0
02.10.2022 07:15,02.10.2022 05:15,9349028,357092,214,0
02.10.2022 07:30,02.10.2022 05:30,9349081,357092,211,0
02.10.2022 07:45,02.10.2022 05:45,9349147,357092,262,0
02.10.2022 08:00,02.10.2022 06:00,9349196,357092,197,0
02.10.2022 08:15,02.10.2022 06:15,9349240,357092,176,0
02.10.2022 08:30,02.10.2022 06:30,9349280,357092,160,0
02.10.2022 08:45,02.10.2022 06:45,9349302,357092,87,0
02.10.2022 09:00,02.10.2022 07:00,9349302,357119,0,110
02.10.2022 09:15,02.10.2022 07:15,9349302,357163,0,175
02.10.2022 09:30,02.10.2022 07:30,9349302,357285,0,488
02.10.2022 09:45,02.10.2022 07:45,9349303,357347,0,246
02.10.2022 10:00,02.10.2022 08:00,9349307,357361,16,55
02.10.2022 10:15,02.10.2022 08:15,9349307,357483,0,490
02.10.2022 10:30,02.10.2022 08:30,9349307,357616,0,529
02.10.2022 10:45,02.10.2022 08:45,9349307,357737,0,482
02.10.2022 11:00,02.10.2022 09:00,9349307,357862,0,500
02.10.2022 11:15,02.10.2022 09:15,9349307,358098,0,947
02.10.2022 11:30,02.10.2022 09:30,9349307,358242,0,573
02.10.2022 11:45,02.10.2022 09:45,9349307,358345,0,413
02.10.2022 12:00,02.10.2022 10:00,9349307,358438,0,372
02.10.2022 12:15,02.10.2022 10:15,9349307,358557,0,475
02.10.2022 12:30,02.10.2022 10:30,9349307,358992,0,1737
02.10.2022 12:45,02.10.2022 10:45,9349307,359409,0,1671
02.10.2022 13:00,02.10.2022 11:00,9349307,359691,0,1127
02.10.2022 13:15,02.10.2022 11:15,9349307,360415,0,2893
02.10.2022 13:30,02.10.2022 11:30,9349307,360654,0,956
02.10.2022 13:45,02.10.2022 11:45,9349307,361199,0,2179
02.10.2022 14:00,02.10.2022 12:00,9349307,361419,0,879
02.10.2022 14:15,02.10.2022 12:15,9349308,361732,0,1253
02.10.2022 14:30,02.10.2022 12:30,9349309,361945,5,850
02.10.2022 14:45,02.10.2022 12:45,9349323,362052,55,429
02.10.2022 15:00,02.10.2022 13:00,9349323,362451,0,1596
02.10.2022 15:15,02.10.2022 13:15,9349323,363037,0,2344
02.10.2022 15:30,02.10.2022 13:30,9349323,363451,0,1654
02.10.2022 15:45,02.10.2022 13:45,9349323,363980,0,2117
02.10.2022 16:00,02.10.2022 14:00,9349323,364365,0,1536
02.10.2022 16:15,02.10.2022 14:15,9349323,364569,1,816
02.10.2022 16:30,02.10.2022 14:30,9349324,364712,2,573
02.10.2022 16:45,02.10.2022 14:45,9349324,364871,3,634
02.10.2022 17:00,02.10.2022 15:00,9349332,364956,30,342
02.10.2022 17:15,02.10.2022 15:15,9349332,365059,0,410
02.10.2022 17:30,02.10.2022 15:30,9349333,365100,0,163
02.10.2022 17:45,02.10.2022 15:45,9349355,365110,88,41
02.10.2022 18:00,02.10.2022 16:00,9349419,365110,257,0
02.10.2022 18:15,02.10.2022 16:15,9349463,365110,174,0
02.10.2022 18:30,02.10.2022 16:30,9349522,365110,234,0
02.10.2022 18:45,02.10.2022 16:45,9349587,365110,263,0
02.10.2022 19:00,02.10.2022 17:00,9349647,365110,236,0
02.10.2022 19:15,02.10.2022 17:15,9349708,365110,243,0
02.10.2022 19:30,02.10.2022 17:30,9349767,365110,237,0
02.10.2022 19:45,02.10.2022 17:45,9349835,365110,271,0
02.10.2022 20:00,02.10.2022 18:00,9349913,365110,310,0
02.10.2022 20:15,02.10.2022 18:15,9349970,365110,229,0
02.10.2022 20:30,02.10.2022 18:30,9350029,365110,235,0
02.10.2022 20:45,02.10.2022 18:45,9350086,365110,229,0
02.10.2022 21:00,02.10.2022 19:00,9350150,365110,253,0
02.10.2022 21:15,02.10.2022 19:15,9350222,365110,289,0
02.10.2022 21:30,02.10.2022 19:30,9350281,365110,234,0
02.10.2022 21:45,02.10.2022 19:45,9350344,365110,251,0
02.10.2022 22:00,02.10.2022 20:00,9350403,365110,236,0
02.10.2022 22:15,02.10.2022 20:15,9350466,365110,254,0
02.10.2022 22:30,02.10.2022 20:30,9350537,365110,280,0
02.10.2022 22:45,02.10.2022 20:45,9350594,365110,231,0
02.10.2022 23:00,02.10.2022 21:00,9350651,365110,227,0
02.10.2022 23:15,02.10.2022 21:15,9350709,365110,231,0
02.10.2022 23:30,02.10.2022 21:30,9350773,365110,253,0
02.10.2022 23:45,02.10.2022 21:45,9350843,365110,280,0
03.10.2022 00:00,02.10.2022 22:00,9350902,365110,238,0
03.10.2022 00:15,02.10.2022 22:15,9350962,365110,237,0
03.10.2022 00:30,02.10.2022 22:30,9351021,365110,238,0
03.10.2022 00:45,02.10.2022 22:45,9351084,365110,252,0
03.10.2022 01:00,02.10.2022 23:00,9351160,365110,301,0
03.10.2022 01:15,02.10.2022 23:15,9351221,365110,246,0
03.10.2022 01:30,02.10.2022 23:30,9351274,365110,209,0
03.10.2022 01:45,02.10.2022 23:45,9351338,365110,255,0
03.10.2022 02:00,03.10.2022 00:00,9351388,365110,203,0
03.10.2022 02:15,03.10.2022 00:15,9351439,365110,200,0
03.10.2022 02:30,03.10.2022 00:30,9351489,365110,200,0
03.10.2022 02:45,03.10.2022 00:45,9351539,365110,199,0
03.10.2022 03:00,03.10.2022 01:00,9351604,365110,259,0
03.10.2022 03:15,03.10.2022 01:15,9351655,365110,204,0
03.10.2022 03:30,03.10.2022 01:30,9351705,365110,202,0
03.10.2022 03:45,03.10.2022 01:45,9351756,365110,203,0
03.10.2022 04:00,03.10.2022 02:00,9351806,365110,199,0
03.10.2022 04:15,03.10.2022 02:15,9351865,365110,236,0
03.10.2022 04:30,03.10.2022 02:30,9351912,365110,187,0
03.10.2022 04:45,03.10.2022 02:45,9351959,365110,185,0
03.10.2022 05:00,03.10.2022 03:00,9352006,365110,188,0
03.10.2022 05:15,03.10.2022 03:15,9352056,365110,199,0
03.10.2022 05:30,03.10.2022 03:30,9352118,365110,251,0
03.10.2022 05:45,03.10.2022 03:45,9352175,365110,225,0
03.10.2022 06:00,03.10.2022 04:00,9352226,365110,203,0
03.10.2022 06:15,03.10.2022 04:15,9352276,365110,200,0
03.10.2022 06:30,03.10.2022 04:30,9352328,365110,208,0
03.10.2022 06:45,03.10.2022 04:45,9352389,365110,244,0
03.10.2022 07:00,03.10.2022 05:00,9352441,365110,208,0
03.10.2022 07:15,03.10.2022 05:15,9352489,365110,192,0
03.10.2022 07:30,03.10.2022 05:30,9352539,365110,198,0
03.10.2022 07:45,03.10.2022 05:45,9352590,365110,204,0
03.10.2022 08:00,03.10.2022 06:00,9352650,365110,241,0
03.10.2022 08:15,03.10.2022 06:15,9352700,365110,200,0
03.10.2022 08:30,03.10.2022 06:30,9352730,365110,118,0
03.10.2022 08:45,03.10.2022 06:45,9352760,365115,120,18
03.10.2022 09:00,03.10.2022 07:00,9352760,365221,0,426
03.10.2022 09:15,03.10.2022 07:15,9352760,365371,0,597
03.10.2022 09:30,03.10.2022 07:30,9352760,365580,0,837
03.10.2022 09:45,03.10.2022 07:45,9352760,365897,0,1266
03.10.2022 10:00,03.10.2022 08:00,9352760,366280,0,1533
03.10.2022 10:15,03.10.2022 08:15,9352760,366730,0,1800
03.10.2022 10:30,03.10.2022 08:30,9352760,367089,0,1435
03.10.2022 10:45,03.10.2022 08:45,9352760,367614,0,2100
03.10.2022 11:00,03.10.2022 09:00,9352760,367939,0,1297
03.10.2022 11:15,03.10.2022 09:15,9352761,368270,1,1325
03.10.2022 11:30,03.10.2022 09:30,9352761,368791,0,2081
03.10.2022 11:45,03.10.2022 09:45,9352761,369242,0,1804
03.10.2022 12:00,03.10.2022 10:00,9352761,369694,0,1807
03.10.2022 12:15,03.10.2022 10:15,9352761,369813,0,478
03.10.2022 12:30,03.10.2022 10:30,9352761,370064,0,1001
03.10.2022 12:45,03.10.2022 10:45,9352761,370178,0,456
03.10.2022 13:00,03.10.2022 11:00,9352761,370544,0,1466
03.10.2022 13:15,03.10.2022 11:15,9352761,371189,0,2578
03.10.2022 13:30,03.10.2022 11:30,9352761,371780,0,2361
03.10.2022 13:45,03.10.2022 11:45,9352761,372357,0,2307
03.10.2022 14:00,03.10.2022 12:00,9352761,372592,0,941
03.10.2022 14:15,03.10.2022 12:15,9352761,372868,0,1105
03.10.2022 14:30,03.10.2022 12:30,9352761,373044,0,704
03.10.2022 14:45,03.10.2022 12:45,9352761,373277,0,930
03.10.2022 15:00,03.10.2022 13:00,9352763,373540,6,1051
03.10.2022 15:15,03.10.2022 13:15,9352763,373807,0,1068
03.10.2022 15:30,03.10.2022 13:30,9352943,373808,719,3
03.10.2022 15:45,03.10.2022 13:45,9353035,373878,369,280
03.10.2022 16:00,03.10.2022 14:00,9353643,373890,2432,46
03.10.2022 16:15,03.10.2022 14:15,9353652,373973,35,334
03.10.2022 16:30,03.10.2022 14:30,9353717,374085,257,447
03.10.2022 16:45,03.10.2022 14:45,9353805,374123,352,150
03.10.2022 17:00,03.10.2022 15:00,9353833,374212,114,357
03.10.2022 17:15,03.10.2022 15:15,9353914,374234,323,87
03.10.2022 17:30,03.10.2022 15:30,9353916,374259,8,100
03.10.2022 17:45,03.10.2022 15:45,9353927,374259,41,0
03.10.2022 18:00,03.10.2022 16:00,9354041,374259,458,0
03.10.2022 18:15,03.10.2022 16:15,9354197,374259,623,0
03.10.2022 18:30,03.10.2022 16:30,9354299,374259,405,0
03.10.2022 18:45,03.10.2022 16:45,9354390,374259,363,0
03.10.2022 19:00,03.10.2022 17:00,9354490,374259,403,0
03.10.2022 19:15,03.10.2022 17:15,9354654,374259,653,0
03.10.2022 19:30,03.10.2022 17:30,9354840,374259,746,0
03.10.2022 19:45,03.10.2022 17:45,9354956,374259,463,0
03.10.2022 20:00,03.10.2022 18:00,9355075,374259,476,0
03.10.2022 20:15,03.10.2022 18:15,9355189,374259,455,0
03.10.2022 20:30,03.10.2022 18:30,9355306,374259,468,0
03.10.2022 20:45,03.10.2022 18:45,9355425,374259,472,0
03.10.2022 21:00,03.10.2022 19:00,9355607,374259,727,0
03.10.2022 21:15,03.10.2022 19:15,9355805,374259,794,0
03.10.2022 21:30,03.10.2022 19:30,9355983,374259,711,0
03.10.2022 21:45,03.10.2022 19:45,9356173,374259,759,0
03.10.2022 22:00,03.10.2022 20:00,9356350,374259,708,0
03.10.2022 22:15,03.10.2022 20:15,9356522,374259,688,0
03.10.2022 22:30,03.10.2022 20:30,9356693,374259,681,0
03.10.2022 22:45,03.10.2022 20:45,9356867,374259,698,0
03.10.2022 23:00,03.10.2022 21:00,9357033,374259,664,0
03.10.2022 23:15,03.10.2022 21:15,9357192,374259,632,0
03.10.2022 23:30,03.10.2022 21:30,9357347,374259,622,0
03.10.2022 23:45,03.10.2022 21:45,9357505,374259,631,0
04.10.2022 00:00,03.10.2022 22:00,9357637,374259,527,0
04.10.2022 00:15,03.10.2022 22:15,9357742,374259,419,0
04.10.2022 00:30,03.10.2022 22:30,9357833,374259,365,0
04.10.2022 00:45,03.10.2022 22:45,9357940,374259,427,0
04.10.2022 01:00,03.10.2022 23:00,9358020,374259,317,0
04.10.2022 01:15,03.10.2022 23:15,9358098,374259,314,0
04.10.2022 01:30,03.10.2022 23:30,9358177,374259,316,0
04.10.2022 01:45,03.10.2022 23:45,9358263,374259,342,0
04.10.2022 02:00,04.10.2022 00:00,9358350,374259,347,0
04.10.2022 02:15,04.10.2022 00:15,9358428,374259,312,0
04.10.2022 02:30,04.10.2022 00:30,9358506,374259,311,0
04.10.2022 02:45,04.10.2022 00:45,9358583,374259,307,0
04.10.2022 03:00,04.10.2022 01:00,9358672,374259,357,0
04.10.2022 03:15,04.10.2022 01:15,9358758,374259,343,0
04.10.2022 03:30,04.10.2022 01:30,9358838,374259,320,0
04.10.2022 03:45,04.10.2022 01:45,9358933,374259,379,0
04.10.2022 04:00,04.10.2022 02:00,9359013,374259,320,0
04.10.2022 04:15,04.10.2022 02:15,9359089,374259,303,0
04.10.2022 04:30,04.10.2022 02:30,9359164,374259,298,0
04.10.2022 04:45,04.10.2022 02:45,9359243,374259,317,0
04.10.2022 05:00,04.10.2022 03:00,9359324,374259,324,0
04.10.2022 05:15,04.10.2022 03:15,9359401,374259,307,0
04.10.2022 05:30,04.10.2022 03:30,9359477,374259,302,0
04.10.2022 05:45,04.10.2022 03:45,9359556,374259,314,0
04.10.2022 06:00,04.10.2022 04:00,9359642,374259,347,0
04.10.2022 06:15,04.10.2022 04:15,9359726,374259,335,0
04.10.2022 06:30,04.10.2022 04:30,9359855,374259,512,0
04.10.2022 06:45,04.10.2022 04:45,9359962,374259,428,0
04.10.2022 07:00,04.10.2022 05:00,9360063,374259,406,0
04.10.2022 07:15,04.10.2022 05:15,9360195,374259,525,0
04.10.2022 07:30,04.10.2022 05:30,9360331,374259,544,0
04.10.2022 07:45,04.10.2022 05:45,9360440,374259,435,0
04.10.2022 08:00,04.10.2022 06:00,9360569,374259,518,0
04.10.2022 08:15,04.10.2022 06:15,9361027,374259,1830,0
04.10.2022 08:30,04.10.2022 06:30,9361278,374259,1005,0
04.10.2022 08:45,04.10.2022 06:45,9361350,374259,286,0
04.10.2022 09:00,04.10.2022 07:00,9361381,374260,125,0
04.10.2022 09:15,04.10.2022 07:15,9361452,374278,282,72
04.10.2022 09:30,04.10.2022 07:30,9361832,374302,1519,95
04.10.2022 09:45,04.10.2022 07:45,9361832,374532,0,921
04.10.2022 10:00,04.10.2022 08:00,9361838,374680,25,592
04.10.2022 10:15,04.10.2022 08:15,9361838,374765,1,339
04.10.2022 10:30,04.10.2022 08:30,9361838,374855,0,361
04.10.2022 10:45,04.10.2022 08:45,9361838,375198,0,1371
04.10.2022 11:00,04.10.2022 09:00,9361838,375833,0,2541
04.10.2022 11:15,04.10.2022 09:15,9361838,376462,0,2514
04.10.2022 11:30,04.10.2022 09:30,9361838,377156,0,2777
04.10.2022 11:45,04.10.2022 09:45,9361838,377901,0,2978
04.10.2022 12:00,04.10.2022 10:00,9361838,378667,0,3063
04.10.2022 12:15,04.10.2022 10:15,9361838,379432,0,3062
04.10.2022 12:30,04.10.2022 10:30,9361838,380201,0,3076
04.10.2022 12:45,04.10.2022 10:45,9361838,380937,0,2942
04.10.2022 13:00,04.10.2022 11:00,9361838,381703,0,3065
04.10.2022 13:15,04.10.2022 11:15,9361838,382450,0,2988
04.10.2022 13:30,04.10.2022 11:30,9361838,383213,0,3050
04.10.2022 13:45,04.10.2022 11:45,9361838,383898,0,2738
04.10.2022 14:00,04.10.2022 12:00,9361838,384607,0,2836
04.10.2022 14:15,04.10.2022 12:15,9361838,385264,0,2629
04.10.2022 14:30,04.10.2022 12:30,9361838,385896,0,2528
04.10.2022 14:45,04.10.2022 12:45,9361838,386501,0,2418
04.10.2022 15:00,04.10.2022 13:00,9361838,387083,0,2330
04.10.2022 15:15,04.10.2022 13:15,9361838,387624,0,2162
04.10.2022 15:30,04.10.2022 13:30,9361838,388140,0,2065
04.10.2022 15:45,04.10.2022 13:45,9361838,388574,0,1733
04.10.2022 16:00,04.10.2022 14:00,9361838,388978,0,1616
04.10.2022 16:15,04.10.2022 14:15,9361838,389385,0,1629
04.10.2022 16:30,04.10.2022 14:30,9361838,389714,0,1315
04.10.2022 16:45,04.10.2022 14:45,9361839,389948,1,932
04.10.2022 17:00,04.10.2022 15:00,9361839,390072,0,497
04.10.2022 17:15,04.10.2022 15:15,9361840,390110,5,153
04.10.2022 17:30,04.10.2022 15:30,9361880,390110,161,0
04.10.2022 17:45,04.10.2022 15:45,9361948,390110,271,0
04.10.2022 18:00,04.10.2022 16:00,9362029,390110,322,0
04.10.2022 18:15,04.10.2022 16:15,9362127,390110,392,0
04.10.2022 18:30,04.10.2022 16:30,9362232,390110,421,0
04.10.2022 18:45,04.10.2022 16:45,9362342,390110,439,0
04.10.2022 19:00,04.10.2022 17:00,9362588,390110,982,0
04.10.2022 19:15,04.10.2022 17:15,9362724,390110,543,0
04.10.2022 19:30,04.10.2022 17:30,9362878,390110,615,0
04.10.2022 19:45,04.10.2022 17:45,9363006,390110,514,0
04.10.2022 20:00,04.10.2022 18:00,9363137,390110,520,0
04.10.2022 20:15,04.10.2022 18:15,9363281,390110,578,0
04.10.2022 20:30,04.10.2022 18:30,9363429,390110,592,0
04.10.2022 20:45,04.10.2022 18:45,9363624,390110,778,0
04.10.2022 21:00,04.10.2022 19:00,9363784,390110,637,0
04.10.2022 21:15,04.10.2022 19:15,9363948,390110,658,0
04.10.2022 21:30,04.10.2022 19:30,9364105,390110,626,0
04.10.2022 21:45,04.10.2022 19:45,9364261,390110,624,0
04.10.2022 22:00,04.10.2022 20:00,9364424,390110,650,0
04.10.2022 22:15,04.10.2022 20:15,9364574,390110,600,0
04.10.2022 22:30,04.10.2022 20:30,9364738,390110,657,0
04.10.2022 22:45,04.10.2022 20:45,9364890,390110,608,0
04.10.2022 23:00,04.10.2022 21:00,9365038,390110,591,0
04.10.2022 23:15,04.10.2022 21:15,9365191,390110,612,0
04.10.2022 23:30,04.10.2022 21:30,9365345,390110,616,0
04.10.2022 23:45,04.10.2022 21:45,9365427,390110,326,0
05.10.2022 00:00,04.10.2022 22:00,9365515,390110,353,0
05.10.2022 00:15,04.10.2022 22:15,9365611,390110,380,0
05.10.2022 00:30,04.10.2022 22:30,9365691,390110,323,0
05.10.2022 00:45,04.10.2022 22:45,9365771,390110,318,0
05.10.2022 01:00,04.10.2022 23:00,9365840,390110,277,0
05.10.2022 01:15,04.10.2022 23:15,9365923,390110,328,0
05.10.2022 01:30,04.10.2022 23:30,9365997,390110,297,0
05.10.2022 01:45,04.10.2022 23:45,9366069,390110,287,0
05.10.2022 02:00,05.10.2022 00:00,9366153,390110,334,0
05.10.2022 02:15,05.10.2022 00:15,9366222,390110,278,0
05.10.2022 02:30,05.10.2022 00:30,9366293,390110,284,0
05.10.2022 02:45,05.10.2022 00:45,9366362,390110,274,0
05.10.2022 03:00,05.10.2022 01:00,9366442,390110,321,0
05.10.2022 03:15,05.10.2022 01:15,9366515,390110,291,0
05.10.2022 03:30,05.10.2022 01:30,9366583,390110,271,0
05.10.2022 03:45,05.10.2022 01:45,9366652,390110,274,0
05.10.2022 04:00,05.10.2022 02:00,9366721,390110,278,0
05.10.2022 04:15,05.10.2022 02:15,9366801,390110,319,0
05.10.2022 04:30,05.10.2022 02:30,9366866,390110,260,0
05.10.2022 04:45,05.10.2022 02:45,9366928,390110,246,0
05.10.2022 05:00,05.10.2022 03:00,9366995,390110,270,0
05.10.2022 05:15,05.10.2022 03:15,9367054,390110,234,0
05.10.2022 05:30,05.10.2022 03:30,9367114,390110,239,0
05.10.2022 05:45,05.10.2022 03:45,9367176,390110,248,0
05.10.2022 06:00,05.10.2022 04:00,9367249,390110,291,0
05.10.2022 06:15,05.10.2022 04:15,9367309,390110,240,0
05.10.2022 06:30,05.10.2022 04:30,9367433,390110,498,0
05.10.2022 06:45,05.10.2022 04:45,9367538,390110,418,0
05.10.2022 07:00,05.10.2022 05:00,9367639,390110,406,0
05.10.2022 07:15,05.10.2022 05:15,9367748,390110,436,0
05.10.2022 07:30,05.10.2022 05:30,9367857,390110,435,0
05.10.2022 07:45,05.10.2022 05:45,9367964,390110,425,0
05.10.2022 08:00,05.10.2022 06:00,9368067,390110,411,0
05.10.2022 08:15,05.10.2022 06:15,9368154,390110,350,0
05.10.2022 08:30,05.10.2022 06:30,9368258,390110,415,0
05.10.2022 08:45,05.10.2022 06:45,9368319,390110,244,0
