Zeit,Zeit (UTC),Zählerstand Bezug (Wh),Zählerstand Einspeisung (Wh),Leistung Bezug (W),Leistung Einspeisung (W)
16.10.2022 22:00,16.10.2022 20:00,9460917,504593,414,0
16.10.2022 22:15,16.10.2022 20:15,9461021,504593,415,0
16.10.2022 22:30,16.10.2022 20:30,9461138,504593,468,0
16.10.2022 22:45,16.10.2022 20:45,9461254,504593,465,0
16.10.2022 23:00,16.10.2022 21:00,9461356,504593,408,0
16.10.2022 23:15,16.10.2022 21:15,9461470,504593,456,0
16.10.2022 23:30,16.10.2022 21:30,9461586,504593,461,0
16.10.2022 23:45,16.10.2022 21:45,9461673,504593,346,0
17.10.2022 00:00,16.10.2022 22:00,9461746,504593,295,0
17.10.2022 00:15,16.10.2022 22:15,9461821,504593,297,0
17.10.2022 00:30,16.10.2022 22:30,9461911,504593,362,0
17.10.2022 00:45,16.10.2022 22:45,9461987,504593,300,0
17.10.2022 01:00,16.10.2022 23:00,9462060,504593,292,0
17.10.2022 01:15,16.10.2022 23:15,9462133,504593,294,0
17.10.2022 01:30,16.10.2022 23:30,9462209,504593,302,0
17.10.2022 01:45,16.10.2022 23:45,9462304,504593,382,0
17.10.2022 02:00,17.10.2022 00:00,9462381,504593,308,0
17.10.2022 02:15,17.10.2022 00:15,9462448,504593,265,0
17.10.2022 02:30,17.10.2022 00:30,9462530,504593,328,0
17.10.2022 02:45,17.10.2022 00:45,9462600,504593,278,0
17.10.2022 03:00,17.10.2022 01:00,9462664,504593,259,0
17.10.2022 03:15,17.10.2022 01:15,9462730,504593,260,0
17.10.2022 03:30,17.10.2022 01:30,9462793,504593,253,0
17.10.2022 03:45,17.10.2022 01:45,9462872,504593,315,0
17.10.2022 04:00,17.10.2022 02:00,9462938,504593,265,0
17.10.2022 04:15,17.10.2022 02:15,9462999,504593,241,0
17.10.2022 04:30,17.10.2022 02:30,9463058,504593,237,0
17.10.2022 04:45,17.10.2022 02:45,9463114,504593,223,0
17.10.2022 05:00,17.10.2022 03:00,9463179,504593,258,0
17.10.2022 05:15,17.10.2022 03:15,9463233,504593,219,0
17.10.2022 05:30,17.10.2022 03:30,9463292,504593,234,0
17.10.2022 05:45,17.10.2022 03:45,9463361,504593,277,0
17.10.2022 06:00,17.10.2022 04:00,9463416,504593,219,0
17.10.2022 06:15,17.10.2022 04:15,9463471,504593,220,0
17.10.2022 06:30,17.10.2022 04:30,9463554,504593,333,0
17.10.2022 06:45,17.10.2022 04:45,9463629,504593,299,0
17.10.2022 07:00,17.10.2022 05:00,9463699,504593,279,0
17.10.2022 07:15,17.10.2022 05:15,9463759,504593,237,0
17.10.2022 07:30,17.10.2022 05:30,9463827,504593,274,0
17.10.2022 07:45,17.10.2022 05:45,9463886,504593,236,0
17.10.2022 08:00,17.10.2022 06:00,9463969,504593,329,0
17.10.2022 08:15,17.10.2022 06:15,9464054,504593,339,0
17.10.2022 08:30,17.10.2022 06:30,9464136,504593,329,0
17.10.2022 08:45,17.10.2022 06:45,9464215,504593,313,0
17.10.2022 09:00,17.10.2022 07:00,9464291,504593,305,0
17.10.2022 09:15,17.10.2022 07:15,9464334,504593,173,0
17.10.2022 09:30,17.10.2022 07:30,9464666,504604,1327,40
17.10.2022 09:45,17.10.2022 07:45,9464797,504625,523,84
17.10.2022 10:00,17.10.2022 08:00,9464883,504723,343,393
17.10.2022 10:15,17.10.2022 08:15,9464883,504926,0,811
17.10.2022 10:30,17.10.2022 08:30,9464884,504962,4,144
17.10.2022 10:45,17.10.2022 08:45,9465109,504989,900,109
17.10.2022 11:00,17.10.2022 09:00,9465165,505273,222,1133
17.10.2022 11:15,17.10.2022 09:15,9465165,505693,0,1681
17.10.2022 11:30,17.10.2022 09:30,9465165,505972,0,1114
17.10.2022 11:45,17.10.2022 09:45,9465165,506396,0,1696
17.10.2022 12:00,17.10.2022 10:00,9465219,506520,219,495
17.10.2022 12:15,17.10.2022 10:15,9465220,506609,0,355
17.10.2022 12:30,17.10.2022 10:30,9465220,506700,1,365
17.10.2022 12:45,17.10.2022 10:45,9465229,506714,38,55
17.10.2022 13:00,17.10.2022 11:00,9465244,506716,59,9
17.10.2022 13:15,17.10.2022 11:15,9465251,506754,28,153
17.10.2022 13:30,17.10.2022 11:30,9465267,506772,62,68
17.10.2022 13:45,17.10.2022 11:45,9465268,506798,4,103
17.10.2022 14:00,17.10.2022 12:00,9465269,506812,3,56
17.10.2022 14:15,17.10.2022 12:15,9465269,506839,1,110
17.10.2022 14:30,17.10.2022 12:30,9465270,506884,1,180
17.10.2022 14:45,17.10.2022 12:45,9465277,506901,30,65
17.10.2022 15:00,17.10.2022 13:00,9465277,506989,0,352
17.10.2022 15:15,17.10.2022 13:15,9465284,507011,25,88
17.10.2022 15:30,17.10.2022 13:30,9465309,507011,103,2
17.10.2022 15:45,17.10.2022 13:45,9465365,507013,224,4
17.10.2022 16:00,17.10.2022 14:00,9465412,507013,186,0
17.10.2022 16:15,17.10.2022 14:15,9465461,507013,195,0
17.10.2022 16:30,17.10.2022 14:30,9465516,507013,220,0
17.10.2022 16:45,17.10.2022 14:45,9465578,507013,246,0
17.10.2022 17:00,17.10.2022 15:00,9465629,507013,205,0
17.10.2022 17:15,17.10.2022 15:15,9465684,507013,220,0
17.10.2022 17:30,17.10.2022 15:30,9465787,507013,412,0
17.10.2022 17:45,17.10.2022 15:45,9465900,507013,453,0
17.10.2022 18:00,17.10.2022 16:00,9465999,507013,392,0
17.10.2022 18:15,17.10.2022 16:15,9466117,507013,475,0
17.10.2022 18:30,17.10.2022 16:30,9466241,507013,495,0
17.10.2022 18:45,17.10.2022 16:45,9466360,507013,473,0
17.10.2022 19:00,17.10.2022 17:00,9466468,507013,435,0
17.10.2022 19:15,17.10.2022 17:15,9466583,507013,456,0
17.10.2022 19:30,17.10.2022 17:30,9466709,507013,507,0
17.10.2022 19:45,17.10.2022 17:45,9466833,507013,496,0
17.10.2022 20:00,17.10.2022 18:00,9466944,507013,443,0
17.10.2022 20:15,17.10.2022 18:15,9467071,507013,505,0
17.10.2022 20:30,17.10.2022 18:30,9467193,507013,488,0
17.10.2022 20:45,17.10.2022 18:45,9467306,507013,453,0
17.10.2022 21:00,17.10.2022 19:00,9467429,507013,489,0
17.10.2022 21:15,17.10.2022 19:15,9467534,507013,419,0
17.10.2022 21:30,17.10.2022 19:30,9467650,507013,464,0
17.10.2022 21:45,17.10.2022 19:45,9467762,507013,447,0
17.10.2022 22:00,17.10.2022 20:00,9467865,507013,414,0
17.10.2022 22:15,17.10.2022 20:15,9467969,507013,412,0
17.10.2022 22:30,17.10.2022 20:30,9468073,507013,416,0
17.10.2022 22:45,17.10.2022 20:45,9468190,507013,468,0
17.10.2022 23:00,17.10.2022 21:00,9468296,507013,424,0
17.10.2022 23:15,17.10.2022 21:15,9468398,507013,407,0
17.10.2022 23:30,17.10.2022 21:30,9468472,507013,296,0
17.10.2022 23:45,17.10.2022 21:45,9468549,507013,307,0
18.10.2022 00:00,17.10.2022 22:00,9468636,507013,350,0
18.10.2022 00:15,17.10.2022 22:15,9468710,507013,295,0
18.10.2022 00:30,17.10.2022 22:30,9468786,507013,302,0
18.10.2022 00:45,17.10.2022 22:45,9468860,507013,296,0
18.10.2022 01:00,17.10.2022 23:00,9468929,507013,274,0
18.10.2022 01:15,17.10.2022 23:15,9469003,507013,297,0
18.10.2022 01:30,17.10.2022 23:30,9469065,507013,247,0
18.10.2022 01:45,17.10.2022 23:45,9469126,507013,244,0
18.10.2022 02:00,18.10.2022 00:00,9469189,507013,250,0
18.10.2022 02:15,18.10.2022 00:15,9469261,507013,288,0
18.10.2022 02:30,18.10.2022 00:30,9469343,507013,328,0
18.10.2022 02:45,18.10.2022 00:45,9469409,507013,261,0
18.10.2022 03:00,18.10.2022 01:00,9469485,507013,305,0
18.10.2022 03:15,18.10.2022 01:15,9469558,507013,290,0
18.10.2022 03:30,18.10.2022 01:30,9469623,507013,260,0
18.10.2022 03:45,18.10.2022 01:45,9469686,507013,254,0
18.10.2022 04:00,18.10.2022 02:00,9469753,507013,267,0
18.10.2022 04:15,18.10.2022 02:15,9469826,507013,288,0
18.10.2022 04:30,18.10.2022 02:30,9469885,507013,236,0
18.10.2022 04:45,18.10.2022 02:45,9469944,507013,237,0
18.10.2022 05:00,18.10.2022 03:00,9470003,507013,234,0
18.10.2022 05:15,18.10.2022 03:15,9470071,507013,273,0
18.10.2022 05:30,18.10.2022 03:30,9470150,507013,314,0
18.10.2022 05:45,18.10.2022 03:45,9470213,507013,252,0
18.10.2022 06:00,18.10.2022 04:00,9470284,507013,283,0
18.10.2022 06:15,18.10.2022 04:15,9470360,507013,302,0
18.10.2022 06:30,18.10.2022 04:30,9470479,507013,479,0
18.10.2022 06:45,18.10.2022 04:45,9470590,507013,442,0
18.10.2022 07:00,18.10.2022 05:00,9470719,507013,515,0
18.10.2022 07:15,18.10.2022 05:15,9470841,507013,488,0
18.10.2022 07:30,18.10.2022 05:30,9470951,507013,439,0
18.10.2022 07:45,18.10.2022 05:45,9471334,507013,1534,0
18.10.2022 08:00,18.10.2022 06:00,9471559,507013,897,0
18.10.2022 08:15,18.10.2022 06:15,9471681,507013,488,0
18.10.2022 08:30,18.10.2022 06:30,9471857,507013,702,0
18.10.2022 08:45,18.10.2022 06:45,9472233,507013,1503,0
18.10.2022 09:00,18.10.2022 07:00,9472335,507013,408,0
18.10.2022 09:15,18.10.2022 07:15,9472464,507013,517,0
18.10.2022 09:30,18.10.2022 07:30,9472741,507013,1107,0
18.10.2022 09:45,18.10.2022 07:45,9473187,507013,1784,0
18.10.2022 10:00,18.10.2022 08:00,9473493,507013,1225,0
18.10.2022 10:15,18.10.2022 08:15,9473551,507013,231,0
18.10.2022 10:30,18.10.2022 08:30,9473588,507013,145,0
18.10.2022 10:45,18.10.2022 08:45,9473863,507013,1103,0
18.10.2022 11:00,18.10.2022 09:00,9473980,507013,464,0
18.10.2022 11:15,18.10.2022 09:15,9474013,507018,133,23
18.10.2022 11:30,18.10.2022 09:30,9474013,507123,1,419
18.10.2022 11:45,18.10.2022 09:45,9474013,507345,0,887
18.10.2022 12:00,18.10.2022 10:00,9474013,507504,0,634
18.10.2022 12:15,18.10.2022 10:15,9474018,507544,20,160
18.10.2022 12:30,18.10.2022 10:30,9474024,507549,22,20
18.10.2022 12:45,18.10.2022 10:45,9474025,507626,5,306
18.10.2022 13:00,18.10.2022 11:00,9474029,507639,15,51
18.10.2022 13:15,18.10.2022 11:15,9474033,507664,15,100
18.10.2022 13:30,18.10.2022 11:30,9474060,508148,109,1936
18.10.2022 13:45,18.10.2022 11:45,9474060,508569,0,1681
18.10.2022 14:00,18.10.2022 12:00,9474060,509205,0,2545
18.10.2022 14:15,18.10.2022 12:15,9474060,509789,0,2335
18.10.2022 14:30,18.10.2022 12:30,9474060,510340,0,2205
18.10.2022 14:45,18.10.2022 12:45,9474060,510898,0,2231
18.10.2022 15:00,18.10.2022 13:00,9474061,511110,0,846
18.10.2022 15:15,18.10.2022 13:15,9474061,511588,0,1913
18.10.2022 15:30,18.10.2022 13:30,9474061,511903,2,1258
18.10.2022 15:45,18.10.2022 13:45,9474061,512334,0,1723
18.10.2022 16:00,18.10.2022 14:00,9474061,512702,0,1471
18.10.2022 16:15,18.10.2022 14:15,9474061,512898,0,786
18.10.2022 16:30,18.10.2022 14:30,9474061,513133,0,939
18.10.2022 16:45,18.10.2022 14:45,9474062,513310,0,708
18.10.2022 17:00,18.10.2022 15:00,9474062,513417,0,428
18.10.2022 17:15,18.10.2022 15:15,9474062,513444,1,104
18.10.2022 17:30,18.10.2022 15:30,9474102,513444,161,0
18.10.2022 17:45,18.10.2022 15:45,9474183,513444,324,0
18.10.2022 18:00,18.10.2022 16:00,9474268,513444,336,0
18.10.2022 18:15,18.10.2022 16:15,9474377,513444,436,0
18.10.2022 18:30,18.10.2022 16:30,9474506,513444,517,0
18.10.2022 18:45,18.10.2022 16:45,9474637,513444,524,0
18.10.2022 19:00,18.10.2022 17:00,9474762,513444,499,0
18.10.2022 19:15,18.10.2022 17:15,9474902,513444,558,0
18.10.2022 19:30,18.10.2022 17:30,9475026,513444,497,0
18.10.2022 19:45,18.10.2022 17:45,9475171,513444,581,0
18.10.2022 20:00,18.10.2022 18:00,9475296,513444,499,0
18.10.2022 20:15,18.10.2022 18:15,9475410,513444,453,0
18.10.2022 20:30,18.10.2022 18:30,9475546,513444,543,0
18.10.2022 20:45,18.10.2022 18:45,9475665,513444,477,0
18.10.2022 21:00,18.10.2022 19:00,9475783,513444,472,0
18.10.2022 21:15,18.10.2022 19:15,9475900,513444,469,0
18.10.2022 21:30,18.10.2022 19:30,9476008,513444,431,0
18.10.2022 21:45,18.10.2022 19:45,9476122,513444,456,0
18.10.2022 22:00,18.10.2022 20:00,9476225,513444,408,0
18.10.2022 22:15,18.10.2022 20:15,9476307,513444,328,0
18.10.2022 22:30,18.10.2022 20:30,9476381,513444,295,0
18.10.2022 22:45,18.10.2022 20:45,9476462,513444,325,0
18.10.2022 23:00,18.10.2022 21:00,9476544,513444,328,0
18.10.2022 23:15,18.10.2022 21:15,9476617,513444,291,0
18.10.2022 23:30,18.10.2022 21:30,9476689,513444,286,0
18.10.2022 23:45,18.10.2022 21:45,9476761,513444,287,0
19.10.2022 00:00,18.10.2022 22:00,9476842,513444,326,0
19.10.2022 00:15,18.10.2022 22:15,9476927,513444,340,0
19.10.2022 00:30,18.10.2022 22:30,9477001,513444,296,0
19.10.2022 00:45,18.10.2022 22:45,9477088,513444,346,0
19.10.2022 01:00,18.10.2022 23:00,9477162,513444,295,0
19.10.2022 01:15,18.10.2022 23:15,9477233,513444,284,0
19.10.2022 01:30,18.10.2022 23:30,9477296,513444,250,0
19.10.2022 01:45,18.10.2022 23:45,9477363,513444,268,0
19.10.2022 02:00,19.10.2022 00:00,9477440,513444,309,0
19.10.2022 02:15,19.10.2022 00:15,9477504,513444,256,0
19.10.2022 02:30,19.10.2022 00:30,9477568,513444,255,0
19.10.2022 02:45,19.10.2022 00:45,9477630,513444,245,0
19.10.2022 03:00,19.10.2022 01:00,9477694,513444,259,0
19.10.2022 03:15,19.10.2022 01:15,9477773,513444,313,0
19.10.2022 03:30,19.10.2022 01:30,9477837,513444,256,0
19.10.2022 03:45,19.10.2022 01:45,9477909,513444,288,0
19.10.2022 04:00,19.10.2022 02:00,9477984,513444,297,0
19.10.2022 04:15,19.10.2022 02:15,9478045,513444,243,0
19.10.2022 04:30,19.10.2022 02:30,9478106,513444,245,0
19.10.2022 04:45,19.10.2022 02:45,9478172,513444,265,0
19.10.2022 05:00,19.10.2022 03:00,9478247,513444,300,0
19.10.2022 05:15,19.10.2022 03:15,9478323,513444,304,0
19.10.2022 05:30,19.10.2022 03:30,9478395,513444,285,0
19.10.2022 05:45,19.10.2022 03:45,9478464,513444,277,0
19.10.2022 06:00,19.10.2022 04:00,9478534,513444,278,0
19.10.2022 06:15,19.10.2022 04:15,9478614,513444,321,0
19.10.2022 06:30,19.10.2022 04:30,9478755,513444,562,0
19.10.2022 06:45,19.10.2022 04:45,9478868,513444,451,0
19.10.2022 07:00,19.10.2022 05:00,9479018,513444,600,0
19.10.2022 07:15,19.10.2022 05:15,9479316,513444,1192,0
19.10.2022 07:30,19.10.2022 05:30,9479585,513444,1075,0
19.10.2022 07:45,19.10.2022 05:45,9479983,513444,1589,0
19.10.2022 08:00,19.10.2022 06:00,9480133,513444,601,0
19.10.2022 08:15,19.10.2022 06:15,9480292,513444,637,0
19.10.2022 08:30,19.10.2022 06:30,9480864,513444,2287,0
19.10.2022 08:45,19.10.2022 06:45,9480944,513444,319,0
19.10.2022 09:00,19.10.2022 07:00,9481015,513444,286,0
19.10.2022 09:15,19.10.2022 07:15,9481050,513444,138,0
19.10.2022 09:30,19.10.2022 07:30,9481251,513462,804,72
19.10.2022 09:45,19.10.2022 07:45,9481376,513463,500,4
19.10.2022 10:00,19.10.2022 08:00,9481399,513533,88,278
19.10.2022 10:15,19.10.2022 08:15,9481399,513811,0,1113
19.10.2022 10:30,19.10.2022 08:30,9481399,514172,0,1444
19.10.2022 10:45,19.10.2022 08:45,9481399,514716,0,2173
19.10.2022 11:00,19.10.2022 09:00,9481399,515263,0,2188
19.10.2022 11:15,19.10.2022 09:15,9481399,515786,0,2095
19.10.2022 11:30,19.10.2022 09:30,9481399,516372,0,2343
19.10.2022 11:45,19.10.2022 09:45,9481399,516976,0,2415
19.10.2022 12:00,19.10.2022 10:00,9481399,517654,0,2710
19.10.2022 12:15,19.10.2022 10:15,9481399,518377,0,2893
19.10.2022 12:30,19.10.2022 10:30,9481399,519130,0,3011
19.10.2022 12:45,19.10.2022 10:45,9481399,519881,0,3004
19.10.2022 13:00,19.10.2022 11:00,9481399,520621,0,2957
19.10.2022 13:15,19.10.2022 11:15,9481399,521325,0,2817
19.10.2022 13:30,19.10.2022 11:30,9481399,522043,0,2871
19.10.2022 13:45,19.10.2022 11:45,9481399,522699,0,2623
19.10.2022 14:00,19.10.2022 12:00,9481399,523370,0,2684
19.10.2022 14:15,19.10.2022 12:15,9481399,523969,0,2395
19.10.2022 14:30,19.10.2022 12:30,9481399,524544,0,2299
19.10.2022 14:45,19.10.2022 12:45,9481399,525058,0,2056
19.10.2022 15:00,19.10.2022 13:00,9481399,525458,0,1600
19.10.2022 15:15,19.10.2022 13:15,9481399,525833,0,1498
19.10.2022 15:30,19.10.2022 13:30,9481399,526132,0,1197
19.10.2022 15:45,19.10.2022 13:45,9481399,526521,0,1556
19.10.2022 16:00,19.10.2022 14:00,9481399,526912,0,1561
19.10.2022 16:15,19.10.2022 14:15,9481399,527262,0,1400
19.10.2022 16:30,19.10.2022 14:30,9481399,527508,0,984
19.10.2022 16:45,19.10.2022 14:45,9481399,527646,0,554
19.10.2022 17:00,19.10.2022 15:00,9481399,527701,0,217
19.10.2022 17:15,19.10.2022 15:15,9481399,527730,1,117
19.10.2022 17:30,19.10.2022 15:30,9481414,527730,59,0
19.10.2022 17:45,19.10.2022 15:45,9481455,527730,164,0
19.10.2022 18:00,19.10.2022 16:00,9481513,527730,231,0
19.10.2022 18:15,19.10.2022 16:15,9481592,527730,316,0
19.10.2022 18:30,19.10.2022 16:30,9481673,527730,324,0
19.10.2022 18:45,19.10.2022 16:45,9481747,527730,293,0
19.10.2022 19:00,19.10.2022 17:00,9481833,527730,346,0
19.10.2022 19:15,19.10.2022 17:15,9481946,527730,450,0
19.10.2022 19:30,19.10.2022 17:30,9482057,527730,444,0
19.10.2022 19:45,19.10.2022 17:45,9482174,527730,468,0
19.10.2022 20:00,19.10.2022 18:00,9482309,527730,539,0
19.10.2022 20:15,19.10.2022 18:15,9482434,527730,498,0
19.10.2022 20:30,19.10.2022 18:30,9482549,527730,459,0
19.10.2022 20:45,19.10.2022 18:45,9482661,527730,448,0
19.10.2022 21:00,19.10.2022 19:00,9482773,527730,447,0
19.10.2022 21:15,19.10.2022 19:15,9482890,527730,469,0
19.10.2022 21:30,19.10.2022 19:30,9483014,527730,494,0
19.10.2022 21:45,19.10.2022 19:45,9483128,527730,456,0
19.10.2022 22:00,19.10.2022 20:00,9483246,527730,473,0
19.10.2022 22:15,19.10.2022 20:15,9483357,527730,440,0
19.10.2022 22:30,19.10.2022 20:30,9483454,527730,390,0
19.10.2022 22:45,19.10.2022 20:45,9483548,527730,373,0
19.10.2022 23:00,19.10.2022 21:00,9483625,527730,309,0
19.10.2022 23:15,19.10.2022 21:15,9483703,527730,311,0
19.10.2022 23:30,19.10.2022 21:30,9483780,527730,309,0
19.10.2022 23:45,19.10.2022 21:45,9483862,527730,326,0
20.10.2022 00:00,19.10.2022 22:00,9483955,527730,373,0
20.10.2022 00:15,19.10.2022 22:15,9484033,527730,310,0
20.10.2022 00:30,19.10.2022 22:30,9484110,527730,307,0
20.10.2022 00:45,19.10.2022 22:45,9484185,527730,301,0
20.10.2022 01:00,19.10.2022 23:00,9484253,527730,270,0
20.10.2022 01:15,19.10.2022 23:15,9484329,527730,303,0
20.10.2022 01:30,19.10.2022 23:30,9484391,527730,250,0
20.10.2022 01:45,19.10.2022 23:45,9484456,527730,257,0
20.10.2022 02:00,20.10.2022 00:00,9484519,527730,252,0
20.10.2022 02:15,20.10.2022 00:15,9484583,527730,256,0
20.10.2022 02:30,20.10.2022 00:30,9484662,527730,316,0
20.10.2022 02:45,20.10.2022 00:45,9484731,527730,276,0
20.10.2022 03:00,20.10.2022 01:00,9484800,527730,275,0
20.10.2022 03:15,20.10.2022 01:15,9484877,527730,306,0
20.10.2022 03:30,20.10.2022 01:30,9484931,527730,217,0
20.10.2022 03:45,20.10.2022 01:45,9484989,527730,229,0
20.10.2022 04:00,20.10.2022 02:00,9485044,527730,222,0
20.10.2022 04:15,20.10.2022 02:15,9485097,527730,209,0
20.10.2022 04:30,20.10.2022 02:30,9485162,527730,259,0
20.10.2022 04:45,20.10.2022 02:45,9485212,527730,202,0
20.10.2022 05:00,20.10.2022 03:00,9485262,527730,200,0
20.10.2022 05:15,20.10.2022 03:15,9485315,527730,209,0
20.10.2022 05:30,20.10.2022 03:30,9485367,527730,209,0
20.10.2022 05:45,20.10.2022 03:45,9485434,527730,268,0
20.10.2022 06:00,20.10.2022 04:00,9485489,527730,220,0
20.10.2022 06:15,20.10.2022 04:15,9485544,527730,219,0
20.10.2022 06:30,20.10.2022 04:30,9485649,527730,421,0
20.10.2022 06:45,20.10.2022 04:45,9485761,527730,444,0
20.10.2022 07:00,20.10.2022 05:00,9485864,527730,412,0
20.10.2022 07:15,20.10.2022 05:15,9485959,527730,379,0
20.10.2022 07:30,20.10.2022 05:30,9486061,527730,411,0
20.10.2022 07:45,20.10.2022 05:45,9486351,527730,1156,0
20.10.2022 08:00,20.10.2022 06:00,9486803,527730,1808,0
20.10.2022 08:15,20.10.2022 06:15,9486952,527730,598,0
20.10.2022 08:30,20.10.2022 06:30,9487070,527730,472,0
20.10.2022 08:45,20.10.2022 06:45,9487171,527730,401,0
20.10.2022 09:00,20.10.2022 07:00,9487234,527730,251,0
20.10.2022 09:15,20.10.2022 07:15,9487285,527730,204,0
20.10.2022 09:30,20.10.2022 07:30,9487314,527730,116,0
20.10.2022 09:45,20.10.2022 07:45,9487318,527732,15,8
20.10.2022 10:00,20.10.2022 08:00,9487439,527732,483,0
20.10.2022 10:15,20.10.2022 08:15,9487600,527735,646,10
20.10.2022 10:30,20.10.2022 08:30,9487737,527741,545,27
20.10.2022 10:45,20.10.2022 08:45,9487745,527841,32,399
20.10.2022 11:00,20.10.2022 09:00,9487747,528040,9,794
20.10.2022 11:15,20.10.2022 09:15,9487747,528243,0,812
20.10.2022 11:30,20.10.2022 09:30,9487747,528396,0,612
20.10.2022 11:45,20.10.2022 09:45,9487747,528531,0,540
20.10.2022 12:00,20.10.2022 10:00,9487747,528702,0,685
20.10.2022 12:15,20.10.2022 10:15,9487748,528841,0,554
20.10.2022 12:30,20.10.2022 10:30,9487748,529014,0,694
20.10.2022 12:45,20.10.2022 10:45,9487748,529069,1,219
20.10.2022 13:00,20.10.2022 11:00,9487748,529093,0,93
20.10.2022 13:15,20.10.2022 11:15,9487774,529093,102,0
20.10.2022 13:30,20.10.2022 11:30,9487824,529093,201,0
20.10.2022 13:45,20.10.2022 11:45,9487866,529093,165,0
20.10.2022 14:00,20.10.2022 12:00,9488206,529093,1361,0
20.10.2022 14:15,20.10.2022 12:15,9488418,529093,849,0
20.10.2022 14:30,20.10.2022 12:30,9488566,529093,592,0
20.10.2022 14:45,20.10.2022 12:45,9488630,529093,253,0
20.10.2022 15:00,20.10.2022 13:00,9488823,529093,773,0
20.10.2022 15:15,20.10.2022 13:15,9489267,529093,1775,0
20.10.2022 15:30,20.10.2022 13:30,9489362,529093,379,0
20.10.2022 15:45,20.10.2022 13:45,9489452,529093,357,0
20.10.2022 16:00,20.10.2022 14:00,9489532,529093,322,0
20.10.2022 16:15,20.10.2022 14:15,9489609,529093,308,0
20.10.2022 16:30,20.10.2022 14:30,9489680,529093,282,0
20.10.2022 16:45,20.10.2022 14:45,9489746,529093,262,0
20.10.2022 17:00,20.10.2022 15:00,9489817,529093,287,0
20.10.2022 17:15,20.10.2022 15:15,9489826,529102,35,34
20.10.2022 17:30,20.10.2022 15:30,9489845,529102,75,0
20.10.2022 17:45,20.10.2022 15:45,9489920,529102,301,0
20.10.2022 18:00,20.10.2022 16:00,9490013,529102,370,0
20.10.2022 18:15,20.10.2022 16:15,9490379,529102,1462,0
20.10.2022 18:30,20.10.2022 16:30,9490730,529102,1404,0
20.10.2022 18:45,20.10.2022 16:45,9490875,529102,580,0
20.10.2022 19:00,20.10.2022 17:00,9490994,529102,477,0
20.10.2022 19:15,20.10.2022 17:15,9491106,529102,447,0
20.10.2022 19:30,20.10.2022 17:30,9491210,529102,416,0
20.10.2022 19:45,20.10.2022 17:45,9491328,529102,470,0
20.10.2022 20:00,20.10.2022 18:00,9491437,529102,439,0
20.10.2022 20:15,20.10.2022 18:15,9491550,529102,449,0
20.10.2022 20:30,20.10.2022 18:30,9491673,529102,493,0
20.10.2022 20:45,20.10.2022 18:45,9491795,529102,485,0
20.10.2022 21:00,20.10.2022 19:00,9491926,529102,525,0
20.10.2022 21:15,20.10.2022 19:15,9492046,529102,481,0
20.10.2022 21:30,20.10.2022 19:30,9492163,529102,464,0
20.10.2022 21:45,20.10.2022 19:45,9492280,529102,469,0
20.10.2022 22:00,20.10.2022 20:00,9492406,529102,504,0
20.10.2022 22:15,20.10.2022 20:15,9492539,529102,532,0
20.10.2022 22:30,20.10.2022 20:30,9492658,529102,476,0
20.10.2022 22:45,20.10.2022 20:45,9492770,529102,446,0
20.10.2022 23:00,20.10.2022 21:00,9492872,529102,407,0
20.10.2022 23:15,20.10.2022 21:15,9492977,529102,421,0
20.10.2022 23:30,20.10.2022 21:30,9493096,529102,477,0
20.10.2022 23:45,20.10.2022 21:45,9493175,529102,312,0
21.10.2022 00:00,20.10.2022 22:00,9493251,529102,304,0
21.10.2022 00:15,20.10.2022 22:15,9493327,529102,303,0
21.10.2022 00:30,20.10.2022 22:30,9493409,529102,327,0
21.10.2022 00:45,20.10.2022 22:45,9493501,529102,368,0
21.10.2022 01:00,20.10.2022 23:00,9493568,529102,270,0
21.10.2022 01:15,20.10.2022 23:15,9493640,529102,286,0
21.10.2022 01:30,20.10.2022 23:30,9493721,529102,324,0
21.10.2022 01:45,20.10.2022 23:45,9493790,529102,274,0
21.10.2022 02:00,21.10.2022 00:00,9493858,529102,272,0
21.10.2022 02:15,21.10.2022 00:15,9493930,529102,287,0
21.10.2022 02:30,21.10.2022 00:30,9494007,529102,310,0
21.10.2022 02:45,21.10.2022 00:45,9494077,529102,278,0
21.10.2022 03:00,21.10.2022 01:00,9494143,529102,262,0
21.10.2022 03:15,21.10.2022 01:15,9494208,529102,260,0
21.10.2022 03:30,21.10.2022 01:30,9494272,529102,255,0
21.10.2022 03:45,21.10.2022 01:45,9494349,529102,309,0
21.10.2022 04:00,21.10.2022 02:00,9494432,529102,331,0
21.10.2022 04:15,21.10.2022 02:15,9494497,529102,260,0
21.10.2022 04:30,21.10.2022 02:30,9494572,529102,300,0
21.10.2022 04:45,21.10.2022 02:45,9494647,529102,298,0
21.10.2022 05:00,21.10.2022 03:00,9494710,529102,251,0
21.10.2022 05:15,21.10.2022 03:15,9494777,529102,269,0
21.10.2022 05:30,21.10.2022 03:30,9494844,529102,265,0
21.10.2022 05:45,21.10.2022 03:45,9494920,529102,304,0
21.10.2022 06:00,21.10.2022 04:00,9494989,529102,279,0
21.10.2022 06:15,21.10.2022 04:15,9495055,529102,260,0
21.10.2022 06:30,21.10.2022 04:30,9495122,529102,268,0
21.10.2022 06:45,21.10.2022 04:45,9495190,529102,272,0
